software_name,github_slug,ror_id,org_name,extraction_methods
masked ICA (mICA) Toolbox,,https://ror.org/00f2yqf98,Hannover Medical School; Lower Saxony; Germany,by_name
BECA,,https://ror.org/01kg8sb98,Indiana University School of Medicine; Indiana; USA,by_name
VORTEX,nolanlab/VORTEX,https://ror.org/00f54p054,Stanford University; Stanford; California,human_curated
SARTools,PF2-pasteur-fr/SARTools,https://ror.org/00akhwn95,Pasteur Institute,by_name
Protein Cross-Linking Database,yeastrc/proxl-web-app,https://ror.org/00cvxb145,University of Washington; Seattle; USA,human_curated
CHiCAGO,,https://ror.org/01d5qpn59,Babraham Institute,human_curated
ARGON,pierpal/ARGON,https://ror.org/052gg0110,University of Oxford; Oxford; United Kingdom,human_curated
OMiCC,,https://ror.org/043z4tv69,NIAID,by_name
ANOVA,,https://ror.org/04sd34v05,World Data Center for Paleoclimatology,by_name
IMOD,,https://ror.org/02ttsq026,University of Colorado Boulder; Colorado; USA,human_curated
Juicer,aidenlab/juicer.git,https://ror.org/02pttbw34,Baylor College of Medicine; Houston; Texas,by_name
shinyGEO,gdancik/shinyGEO,https://ror.org/01mhgwt57,Eastern Connecticut State University; Connecticut; United States,by_name
BOINC - Berkeley Open Infrastructure for Network Computing,,https://ror.org/01an7q238,University of California; Berkeley; USA,by_name
SuperSegger,wiggins-lab/SuperSegger,https://ror.org/00cvxb145,University of Washington; Seattle; USA,human_curated
Michigan Imputation Server,genepi/imputationserver,https://ror.org/00jmfr291,University of Michigan; Ann Arbor; USA,by_name
Eagle,poruloh/Eagle,https://ror.org/05a0ya142,Broad Institute,human_curated
DrugCentral,,https://ror.org/05fs6jp91,University of New Mexico; New Mexico; USA,human_curated
ChIPSeq Peak Finder,,https://ror.org/05k8wg936,Genome Institute of Singapore; Singapore; Singapore,by_name
Flye,fenderglass/Flye,https://ror.org/0168r3w48,University of California at San Diego; California; USA,by_name
riborex,smithlabcode/riborex,https://ror.org/03taz7m60,University of Southern California; Los Angeles; USA,human_curated
peddy,brentp/peddy,https://ror.org/03r0ha626,University of Utah; Utah; USA,human_curated
MotionCor2,,https://ror.org/043mz5j54,University of California at San Francisco; California; USA,by_name
Eukaryotic Pathogen CRISPR guide RNA/DNA Design Tool,,https://ror.org/00te3t702,University of Georgia; Georgia; USA,human_curated
Gene Expression Profiling Interactive Analysis,,https://ror.org/02v51f717,Peking University; Beijing; China,human_curated
L1000 Characteristic Direction Signature Search Engine,,https://ror.org/04a9tmd77,Icahn School of Medicine at Mount Sinai; New York; USA,human_curated
SignalP,,https://ror.org/01ztcvt22,DTU Center for Biological Sequence Analysis,by_name
BepiPred-2.0,,https://ror.org/04qtj9h94,Technical University of Denmark; Lyngby; Denmark,by_name
DeepNano,,https://ror.org/0587ef340,Comenius University; Bratislava; Slovakia,by_name
microMS,,https://ror.org/047426m28,University of Illinois at Urbana-Champaign; Illinois; USA,human_curated
miRTarVisPlus,,https://ror.org/04h9pn542,Seoul National University; Seoul; South Korea,by_name
Experimental Design Assistant,,https://ror.org/02w0kg036,NC3Rs,human_curated
FluCalc,bondarevts/flucalc,https://ror.org/05wvpxv85,Tufts University; Massachusetts; USA,human_curated
Seg3D,,https://ror.org/03r0ha626,University of Utah; Utah; USA,human_curated
%MinMax,,https://ror.org/00mkhxb43,University of Notre Dame; Indiana; USA,by_name
ChemRICH,barupal/chemrich,https://ror.org/05rrcem69,University of California at Davis; California; USA,by_name
biobakery,,https://ror.org/03vek6s52,Harvard University; Cambridge; United States,human_curated
QuPath,,https://ror.org/00hswnk62,Queens University Belfast; Ireland; United Kingdom,human_curated
SPRING,AllonKleinLab/SPRING/,https://ror.org/03vek6s52,Harvard University; Cambridge; United States,human_curated
LeafCutter,davidaknowles/leafcutter/,https://ror.org/00f54p054,Stanford University; Stanford; California,human_curated
MAJIQ,,https://ror.org/00b30xv10,University of Pennsylvania; Philadelphia; USA,human_curated
L1000 Fireworks Display,,https://ror.org/04a9tmd77,Icahn School of Medicine at Mount Sinai; New York; USA,human_curated
imctools,BodenmillerGroup/imctools,https://ror.org/02crff812,University of Zurich; Zurich; Switzerland,by_name
Scmap,hemberg-lab/scmap,https://ror.org/05cy4wa09,Wellcome Trust Sanger Institute; Hinxton; United Kingdom,human_curated
PAM,,https://ror.org/05591te55,Ludwig-Maximilians-University; Munich; Germany,by_name
NeuroMatic,,https://ror.org/02jx3x895,University College London; London; United Kingdom,human_curated
DynaMut ,,https://ror.org/01ej9dk98,University of Melbourne; Victoria; Australia,human_curated
Limitation-Recognizer,kilicogluh/limitation-recognizer,https://ror.org/047426m28,University of Illinois at Urbana-Champaign; Illinois; USA,human_curated
UEA sRNA Workbench,sRNAworkbenchuea/UEA_sRNA_Workbench,https://ror.org/026k5mg93,University of East Anglia; Norwich; United Kingdom,by_name
ResearchMaps,,https://ror.org/046rm7j60,University of California at Los Angeles; California; USA,human_curated
Fitness Browser,,https://ror.org/01an7q238,University of California; Berkeley; USA,by_name
X2K Web,MaayanLab/x2k_web,https://ror.org/04a9tmd77,Icahn School of Medicine at Mount Sinai; New York; USA,human_curated
ITK-SNAP,,https://ror.org/00b30xv10,University of Pennsylvania; Philadelphia; USA,human_curated
Hierarchical Unsupervised Generative Embedding toolbox,translationalneuromodeling/tapas/tree/master/huge,https://ror.org/02crff812,University of Zurich; Zurich; Switzerland,by_name
ZebEyeTrack,,https://ror.org/03a1kwz48,University of Tubingen; Tubingen; Germany,by_name
ReBATE,EpistasisLab/ReBATE,https://ror.org/00b30xv10,University of Pennsylvania; Philadelphia; USA,human_curated
Fly EM,,https://ror.org/013sk6x84,Janelia Research,by_name
Drug Gene Budger,,https://ror.org/04a9tmd77,Icahn School of Medicine at Mount Sinai; New York; USA,human_curated
FastQ Screen,,https://ror.org/01d5qpn59,Babraham Institute,human_curated
Combined Annotation Dependent Depletion,,https://ror.org/00cvxb145,University of Washington; Seattle; USA,human_curated
SeQuiLa,ZSI-Bio/bdg-sequila,https://ror.org/00y0xnp53,Warsaw University of Technology; Warsaw; Poland,by_name
Database of Immune Cell Epigenomes,,https://ror.org/05vkpd318,La Jolla Institute for Immunology,by_name
fMRIPrep,,https://ror.org/00zpk0t94,Poldracklab Portal,by_name
NanoPipe,IOB-Muenster/nanopipe2,https://ror.org/00pd74e08,University of Muenster; Muenster; Germany,by_name
seqNMF,FeeLab/seqNMF,https://ror.org/042nb2s44,Massachusetts Institute of Technology; Massachusetts; USA,human_curated
GigaDB,,https://ror.org/03yty8687,GigaScience,by_name
VasoTracker,VasoTracker/VasoTracker,https://ror.org/00n3w3b69,University of Strathclyde; Glasgow; United Kingdom,human_curated
DoubletFinder,chris-mcginnis-ucsf/DoubletFinder,https://ror.org/043mz5j54,University of California at San Francisco; California; USA,by_name
BEAST2,,https://ror.org/03b94tp07,University of Auckland; Auckland; New Zealand,by_name
LIGER,MacoskoLab/liger,https://ror.org/05a0ya142,Broad Institute,human_curated
GraphClust2,BackofenLab/GraphClust-2,https://ror.org/0245cg223,University of Freiburg; Baden-Wurttemberg; Germany,by_name
ShinyGO,,https://ror.org/015jmes13,South Dakota State University; South Dakota; USA,by_name
single cell RNA-seq Data Visualization and Analysis,liziyie/scDVA,https://ror.org/02v51f717,Peking University; Beijing; China,human_curated
CytoMAP,,https://ror.org/01yc7t268,Washington University School of Medicine in St. Louis; Missouri; USA,by_name
CiteFuse,SydneyBioX/CiteFuse/,https://ror.org/0384j8v12,University of Sydney; Sydney; Australia,human_curated
MutaRNA,,https://ror.org/0245cg223,University of Freiburg; Baden-Wurttemberg; Germany,by_name
DeepNeuro,QTIM-Lab/DeepNeuro,https://ror.org/03vek6s52,Harvard University; Cambridge; United States,human_curated
Planet Microbe,hurwitzlab/planet-microbe-app,https://ror.org/03m2x1q45,University of Arizona; Arizona; USA,human_curated
Kinase Enrichment Analysis 3,,https://ror.org/04a9tmd77,Icahn School of Medicine at Mount Sinai; New York; USA,human_curated
UCSC Cell Browser,maximilianh/cellBrowser,https://ror.org/03s65by71,University of California at Santa Cruz; California; USA,human_curated
AutoDock Vina,,https://ror.org/02dxx6824,Scripps Research Institute,human_curated
Shiny,,https://ror.org/04g67gh56,RStudio,by_name
PeptideShaker,,https://ror.org/00njsd438,Google Code,by_name
European Genome phenome Archive,,https://ror.org/02catss52,European Bioinformatics Institute,human_curated
4D Atlases Construction,,https://ror.org/0130frc33,University of North Carolina at Chapel Hill School of Medicine; North Carolina; USA,by_name
BIDScoin,Donders-Institute/bidscoin,https://ror.org/00jc20583,University of Colorado; Colorado; USA,human_curated
SHARCQ,wildrootlab/SHARCQ,https://ror.org/02ttsq026,University of Colorado Boulder; Colorado; USA,human_curated
Minian,denisecailab/minian,https://ror.org/04a9tmd77,Icahn School of Medicine at Mount Sinai; New York; USA,human_curated
VOSviewer,,https://ror.org/027bh9e22,Leiden University; Leiden; Netherlands,human_curated
Freibox,Optophys-Lab/FreiBox,https://ror.org/0245cg223,University of Freiburg; Baden-Wurttemberg; Germany,by_name
TargetRanger,,https://ror.org/04a9tmd77,Icahn School of Medicine at Mount Sinai; New York; USA,human_curated
GeneRanger,,https://ror.org/04a9tmd77,Icahn School of Medicine at Mount Sinai; New York; USA,human_curated
Database of Secondary Structure Assignments,,https://ror.org/016xsfp80,Radboud University; Nijmegen; The Netherlands,human_curated
Gene Index Project,,https://ror.org/02jzgtq86,Dana-Farber Cancer Institute,human_curated
Low Resolution Electromagnetic Tomography,,https://ror.org/02crff812,University of Zurich; Zurich; Switzerland,by_name
MAXCHELATOR,,https://ror.org/00f54p054,Stanford University; Stanford; California,human_curated
Visual Molecular Dynamics,,https://ror.org/047426m28,University of Illinois at Urbana-Champaign; Illinois; USA,human_curated
PAML,,https://ror.org/01an7q238,University of California; Berkeley; USA,by_name
MCML and CONV,,https://ror.org/009avj582,Oregon Health and Science University; Oregon; USA,human_curated
Crystallography and NMR System (CNS),,https://ror.org/03v76x132,Yale University; Connecticut; USA,by_name
Corner Cube Environment,,https://ror.org/017zqws13,University of Minnesota Twin Cities; Minnesota; USA,by_name
CCSeg - Corpus Callosum Segmentation,,https://ror.org/0130frc33,University of North Carolina at Chapel Hill; North Carolina; USA,human_curated
EM-DECODER,,https://ror.org/03vek6s52,Harvard University; Cambridge; United States,human_curated
RCSB PDB Software Tools,,https://ror.org/047qy5748,Research Collaboratory for Structural Bioinformatics Protein Data Bank (RCSB PDB),by_name
SnowsShoes-FTD,,https://ror.org/03jp40720,Mayo Clinic,human_curated
VectorValuedHistogramNormalizer,,https://ror.org/00f7hpc57,University of Erlangen-Nuremberg; Bavaria; Germany,by_name
Spotfinder,,https://ror.org/02jzgtq86,Dana-Farber Cancer Institute,human_curated
GOALIE,,https://ror.org/0190ak572,NYU Bioinformatics Group,by_name
AutoPrime,,https://ror.org/04cdgtt98,German Cancer Research Center,human_curated
DOCK,,https://ror.org/043mz5j54,University of California at San Francisco; California; USA,by_name
GenNav,,https://ror.org/0259fwx54,National Library of Medicine,by_name
cov-est,atlab/cov-est,https://ror.org/029acmk59,BCM Department of Neuroscience Andreas Tolias Lab,by_name
Wavelet Analysis of Image Registration,,https://ror.org/03taz7m60,University of Southern California; Los Angeles; USA,human_curated
UNAVCO Geodetic Web Services,,https://ror.org/02n9tn974,UNAVCO,human_curated
SimToolDB,,https://ror.org/0199mb206,SenseLab,by_name
dinifti,,https://ror.org/0190ak572,New York University; New York; USA,human_curated
LiGraph,,https://ror.org/04cdgtt98,German Cancer Research Center,human_curated
uManager,,https://ror.org/043mz5j54,University of California at San Francisco; California; USA,by_name
ShapeWorks,,https://ror.org/03r0ha626,University of Utah; Utah; USA,human_curated
EthoVision XT,,https://ror.org/00tzgse53,Noldus,human_curated
OntoMorph Tab,,https://ror.org/0168r3w48,University of California at San Diego; California; USA,by_name
Bio-Formats,,https://ror.org/03adjb352,OME - Open Microscopy Environment,by_name
SpeedSeq,cc2qe/speedseq,https://ror.org/0153tk833,University of Virginia; Virginia; USA,human_curated
RefFinder,,https://ror.org/01vx35703,East Carolina University; Carolina; USA,by_name
Digital Asset Management System,ucsdlib/dams,https://ror.org/0168r3w48,University of California at San Diego; California; USA,by_name
SNPiR,,https://ror.org/00f54p054,Stanford University; Stanford; California,human_curated
rSeq,,https://ror.org/00jmfr291,University of Michigan; Ann Arbor; USA,by_name
NGSmethPipe,,https://ror.org/04njjy449,University of Granada; Granada; Spain,by_name
MPscan,,https://ror.org/00ssr5f77,ATGC: Montpellier bioinformatics platform,by_name
NVM,,https://ror.org/02q2zj329,Neuromorphometrics,by_name
HIV Databases,,https://ror.org/01e41cf67,Los Alamos National Laboratory,by_name
IRIS DMC Web Services,,"https://ror.org/05xkn9s74, https://doi.org/10.17616/R3X607, https://doi.org/10.17616/r3X607, https://doi.org/10.7914/, https://doi.org/10.17611/, https://dx.doi.org/10.7914/, https://dx.doi.org/10.17611, https://fairsharing.org/10.25504/FAIRsharing.x9rqf7",Incorporated Research Institutions for Seismology,human_curated
BAMseek,,https://ror.org/00njsd438,Google Code,by_name
PyNIfTI,,https://ror.org/00ggpsq73,Otto-von-Guericke University Magdeburg; Saxony-Anhalt; Germany,by_name
Catalyst Framework,,https://ror.org/038xhby63,Comprehensive Perl Archive Network,by_name
DCSearch,,https://ror.org/02t274463,University of California at Santa Barbara; California; USA,human_curated
MRI Watcher,,https://ror.org/0130frc33,University of North Carolina at Chapel Hill; North Carolina; USA,human_curated
Genboree Discovery System,,https://ror.org/005781934,Baylor University; Texas; USA,human_curated
Computational Cancer Genomics Group,,https://ror.org/002n09z45,SIB Swiss Institute of Bioinformatics,by_name
CryptoBase,,https://ror.org/043mz5j54,University of California at San Francisco; California; USA,by_name
Distributed Computing Engine,,https://ror.org/02k3smh20,University of Kentucky; Kentucky; USA,human_curated
aTag Generator,,https://ror.org/01t4e0y16,Digital Enterprise Research Institute,by_name
Google Project Hosting,,https://ror.org/00njsd438,Google Code,by_name
C-PAC,,https://ror.org/01a3sz723,1000 Functional Connectomes Project,by_name
DicomBrowser,,https://ror.org/01yc7t268,Washington University in St. Louis; Missouri; USA,human_curated
imcalc: SPM batch image calculator,,https://ror.org/01tgyzw49,National University of Singapore; Singapore; Singapore,by_name
Dartmouth Geospatial Shared Resource,,https://ror.org/049s0rh22,Dartmouth College; New Hampshire; USA,by_name
ASC,,https://ror.org/05gq02987,Brown University; Rhode Island; USA,human_curated
Diffusing Tensor Imaging in Java,,https://ror.org/00py81415,Duke University; North Carolina; USA,by_name
Reaper - Demultiplexing trimming and filtering sequencing data,,https://ror.org/02catss52,European Bioinformatics Institute,human_curated
Intramodal Registration Software,,https://ror.org/02s376052,Ecole Polytechnique Federale de Lausanne; Lausanne; Switzerland,by_name
SomaticCall,,https://ror.org/05a0ya142,Broad Institute,human_curated
mlgt,,https://ror.org/027m9bs27,University of Manchester; Manchester; United Kingdom,human_curated
Golden Helix GenomeBrowse,,https://ror.org/03v7zx932,Golden Helix Incorporated,by_name
Tally,,https://ror.org/02catss52,European Bioinformatics Institute,human_curated
GemTools,,https://ror.org/01an3r305,University of Pittsburgh; Pennsylvania; USA,human_curated
Sherman,,https://ror.org/01d5qpn59,Babraham Institute,human_curated
UNAFold,,https://ror.org/012zs8222,University at Albany; New York; USA,by_name
NiLearn,,https://ror.org/05kgbsy64,Neuroimaging in Python,by_name
Fascinator,,https://ror.org/04sjbnx57,University of Southern Queensland; Queensland; Australia,human_curated
Integrated Content Environment,,https://ror.org/04sjbnx57,University of Southern Queensland; Queensland; Australia,human_curated
LYSIS,,https://ror.org/05b68f622,Biomedical Simulations Resource,by_name
MRI Studio,,https://ror.org/00za53h95,Johns Hopkins University; Maryland; USA,by_name
THOR Center for Neuroinformatics,,https://ror.org/04qtj9h94,Technical University of Denmark; Lyngby; Denmark,by_name
medInria,,https://ror.org/02kvxyf05,National Institute for Research in Computer Science and Control; Brittany; France,human_curated
PDB2MultiGif,,https://ror.org/033eqas34,University of Giessen; Hesse; Germany,by_name
Chemistry Add-in for Word,,https://ror.org/013meh722,University of Cambridge; Cambridge; United Kingdom,human_curated
Neural Maestro,,https://ror.org/04h2yy041,The Cromwell Workshop,by_name
NetNGlyc,,https://ror.org/0189yvq06,CBS Prediction Servers,by_name
Neural Cipher,,https://ror.org/04h2yy041,The Cromwell Workshop,by_name
iBIOFind,,https://ror.org/04h2yy041,The Cromwell Workshop,by_name
eNeoTutor,,https://ror.org/04h2yy041,The Cromwell Workshop,by_name
vIST/e,,https://ror.org/02c2kyt77,Eindhoven University of Technology; North Brabant; Netherlands,by_name
NIF Web Services,,https://ror.org/00dsy9f04,Neuroscience Information Framework,by_name
Camino,,https://ror.org/02jx3x895,University College London; London; United Kingdom,human_curated
DTI and Fibertools Software Package,,https://ror.org/0245cg223,University of Freiburg; Baden-Wurttemberg; Germany,by_name
ExploreDTI,,https://ror.org/04pp8hn57,Utrecht University; Utrecht; Netherlands,by_name
TORTOISE,,https://ror.org/04byxyr05,National Institute of Child Health and Human Development,human_curated
Characterizing unidirectional couplings between point processes and flows,,https://ror.org/04n0g0b29,Pompeu Fabra University; Barcelona; Spain,human_curated
Detecting event-related time-dependent directional couplings,,https://ror.org/04n0g0b29,Pompeu Fabra University; Barcelona; Spain,human_curated
Proteome 2D-PAGE Database,,https://ror.org/0046gcs23,Max Planck Institute for Infection Biology; Berlin; Germany,by_name
IDRISI,,https://ror.org/04123ky43,Clark University; Massachusetts; USA,human_curated
Cerebellar Platform,,https://ror.org/017stnw60,RIKEN Brain Science Institute,by_name
rlsim,sbotond/rlsim,https://ror.org/02catss52,European Bioinformatics Institute,human_curated
vuTools,,https://ror.org/02vm5rt34,Vanderbilt University; Tennessee; USA,human_curated
"Harvard Medical School, Department of Systems Biology: The Megason Lab - MegaCapture Software",,https://ror.org/03vek6s52,Harvard University; Cambridge; United States,human_curated
pairedBayes,,https://ror.org/01hpqfm28,Yale School of Medicine; Connecticut; USA,by_name
RNASeqBias,,https://ror.org/01hpqfm28,Yale School of Medicine; Connecticut; USA,by_name
Hanchuan Peng Shared Software,,https://ror.org/013sk6x84,Janelia Research,by_name
EarLab,,https://ror.org/05qwgg493,Boston University; Massachusetts; USA,human_curated
Atlas3D,,https://ror.org/01xtthb56,University of Oslo; Oslo; Norway,human_curated
Brain Machine Interface Platform,,https://ror.org/017stnw60,RIKEN Brain Science Institute,by_name
Sparse Learning with Efficient Projections,,https://ror.org/03efmqc40,Arizona State University; Arizona; USA,by_name
Degust,,https://ror.org/02bfwt286,Monash University; Melbourne; Australia,by_name
SeqMonk,,https://ror.org/01d5qpn59,Babraham Institute,human_curated
tbrowse,,https://ror.org/00njsd438,Google Code,by_name
Patchers Power Tools,,https://ror.org/03e76ya46,Max Planck Institute for Biophysical Chemistry; Gottingen; Germany,human_curated
www.brainmapping.org,,https://ror.org/046rm7j60,University of California at Los Angeles; California; USA,human_curated
XPP-Aut: X-Windows Phase Plane plus Auto,,https://ror.org/01an3r305,University of Pittsburgh; Pennsylvania; USA,human_curated
NeuronJ: An ImageJ Plugin for Neurite Tracing and Quantification,,https://ror.org/01cwqze88,National Institutes of Health,human_curated
NeuroMorph,,https://ror.org/02s376052,Ecole Polytechnique Federale de Lausanne; Lausanne; Switzerland,by_name
SurfRelax,,https://ror.org/04cw6st05,University of London; London; United Kingdom,by_name
neuRosim,,https://ror.org/022r5hc56,CRAN,by_name
FR-HIT,,https://ror.org/00njsd438,Google Code,by_name
OpenTopography,,https://ror.org/04mg3nk07,San Diego Supercomputer Center,human_curated
NIfTImatlab,,https://ror.org/0190ak572,New York University; New York; USA,human_curated
CIGAL,,https://ror.org/00py81415,Duke University; North Carolina; USA,by_name
Digress.it,,https://ror.org/03yeq9x20,University of Lincoln; Lincoln; United Kingdom,human_curated
Medical Image Visualization and Analysis,,https://ror.org/05ejpqr48,Worcester Polytechnic Institute; Massachusetts; USA,human_curated
Microstructural correlation toolbox,,https://ror.org/043mz5j54,University of California at San Francisco; California; USA,by_name
Variant Reporter Software,,https://ror.org/01h8tw896,Life Technologies,by_name
INCF Software Center,,https://ror.org/02y5xjh56,International Neuroinformatics Coordinating Facility,human_curated
GENESIS Neural Database and Modelers Workspace,,https://ror.org/01kd65564,University of Texas at San Antonio; Texas; USA,human_curated
GLIRT,,https://ror.org/0130frc33,University of North Carolina at Chapel Hill School of Medicine; North Carolina; USA,by_name
MINC,,https://ror.org/04dyeh227,McConnell Brain Imaging Center,by_name
Inter-Group Registration Toolbox,,https://ror.org/0130frc33,University of North Carolina at Chapel Hill School of Medicine; North Carolina; USA,by_name
PaleoVu,,https://ror.org/04sd34v05,World Data Center for Paleoclimatology,by_name
MUMA,,https://ror.org/022r5hc56,CRAN,by_name
ABCDE Format,,https://ror.org/04pp8hn57,Utrecht University; Utrecht; Netherlands,by_name
Measure Projection Toolbox,,https://ror.org/026ejyb70,Swartz Center for Computational Neuroscience,by_name
VS-Lite,,https://ror.org/04sd34v05,World Data Center for Paleoclimatology,by_name
Numerical Fibre Generator,,https://ror.org/055zd7d59,Brain Research Institute,by_name
HIBAL,,https://ror.org/04sd34v05,World Data Center for Paleoclimatology,by_name
MNI N3,,https://ror.org/04dyeh227,McConnell Brain Imaging Center,by_name
NIPY,,https://ror.org/05kgbsy64,Neuroimaging in Python,by_name
NIRAL Utilities,,https://ror.org/0130frc33,University of North Carolina at Chapel Hill; North Carolina; USA,human_curated
NiBabel,,https://ror.org/05kgbsy64,Neuroimaging in Python,by_name
NiftyRec,,https://ror.org/02jx3x895,University College London; London; United Kingdom,human_curated
Nitime,,https://ror.org/05kgbsy64,Neuroimaging in Python,by_name
Non-Rigid Image Registration Evaluation Project,,https://ror.org/036jqmy94,University of Iowa; Iowa; USA,human_curated
ParaView,,https://ror.org/02s2acn37,Kitware,by_name
Rodent Brain Extraction Tool,,https://ror.org/0220mzb33,King's College London; London; United Kingdom,human_curated
SCIRun,,https://ror.org/03r0ha626,University of Utah; Utah; USA,human_curated
SPHARM-MAT,,https://ror.org/01kg8sb98,Indiana University School of Medicine; Indiana; USA,by_name
Sleuth,,https://ror.org/05ye48k35,brainmap.org,by_name
Source Information Flow Toolbox,,https://ror.org/026ejyb70,Swartz Center for Computational Neuroscience,by_name
shapeAnalysisMANCOVA - SPHARM tools,,https://ror.org/0130frc33,University of North Carolina at Chapel Hill; North Carolina; USA,human_curated
3D Interactive Chemical Shift Imaging,,https://ror.org/00hj8s172,Columbia University; New York; USA,human_curated
SpineSegmentation module for 3DSlicer,,https://ror.org/050dg4y92,National Alliance for Medical Image Computing,by_name
Subject Library,,https://ror.org/05rrcem69,University of California at Davis; California; USA,by_name
Template Image Processing Library,,https://ror.org/05x2bcf33,Carnegie Mellon University; Pennsylvania; USA,by_name
TetraMetrix,,https://ror.org/0561waf62,Laboratory of Neuro Imaging,by_name
TractoR: Tractography with R,,https://ror.org/02jx3x895,University College London; London; United Kingdom,human_curated
WFU Pipeline,,https://ror.org/05g5fwv52,Wake Forest School of Medicine; North Carolina; USA,by_name
vis: SPM Visualized Statistics toolbox,,https://ror.org/01tgyzw49,National University of Singapore; Singapore; Singapore,by_name
Commons In A Box,,https://ror.org/00453a208,City University of New York; New York; USA,human_curated
DMPTool,,"https://ror.org/03yrm5c26, https://api.datacite.org/dois?prefix=10.24343",California Digital Library,human_curated
RVD,,https://ror.org/00f54p054,Stanford University; Stanford; California,human_curated
RDFaCE,,https://ror.org/03s7gtk40,University of Leipzig; Saxony; Germany,by_name
Simtk.org,,https://ror.org/00tjkp068,Simbios,by_name
OpenSim,,https://ror.org/00f54p054,Stanford University; Stanford; California,human_curated
Synchronized Histological Image Viewing Architecture,,https://ror.org/0561waf62,Laboratory of Neuro Imaging,by_name
CTF,,https://ror.org/0220qvk04,Shanghai Jiao Tong University; Shanghai; China,human_curated
LONI ShapeViewer,,https://ror.org/0561waf62,Laboratory of Neuro Imaging,by_name
LONI ShapeTools,,https://ror.org/0561waf62,Laboratory of Neuro Imaging,by_name
ToRNADo,,https://ror.org/00f54p054,Stanford University; Stanford; California,human_curated
Synapse Web Reconstruct,,https://ror.org/00hj54h04,University of Texas at Austin; Texas; USA,by_name
Rodent Brain WorkBench,,https://ror.org/01xtthb56,University of Oslo; Oslo; Norway,human_curated
Genes to Cognition Online,,https://ror.org/02qz8b764,Cold Spring Harbor Laboratory,human_curated
Computational Neurobiology Laboratory at the Salk Institute,,https://ror.org/03xez1567,Salk Institute for Biological Studies,human_curated
Blind Source Separation and Independent Component Analysis,,https://ror.org/01naq7912,Telecom ParisTech; Paris; France,by_name
Marginalia Web Annotation,,https://ror.org/0213rcc28,Simon Fraser University; British Columbia; Canada,human_curated
Toolbox at the European Bioinformatics Institute,,https://ror.org/02catss52,European Bioinformatics Institute,human_curated
CBS Prediction Servers,,https://ror.org/04qtj9h94,Technical University of Denmark; Lyngby; Denmark,by_name
COnsensus-DEgenerate Hybride Oligonucleotide Primers,,https://ror.org/00cvxb145,University of Washington; Seattle; USA,human_curated
LEAD-DBS,,https://ror.org/001w7jn25,Charite - Universitatsmedizin Berlin; Berlin; Germany,by_name
Neural Open Simulation,,https://ror.org/01nrxwf90,University of Edinburgh; Scotland; United Kingdom,by_name
CVXOPT - Python Software for Convex Optimization,,https://ror.org/046rm7j60,University of California at Los Angeles; California; USA,human_curated
pLabel,,https://ror.org/034t30j35,Chinese Academy of Sciences; Beijing; China,human_curated
Advanced Neuroscience Imaging Research Laboratory Software Packages,,https://ror.org/05g5fwv52,Wake Forest School of Medicine; North Carolina; USA,by_name
pBuild,,https://ror.org/034t30j35,Chinese Academy of Sciences; Beijing; China,human_curated
Neal's DNA Mutation Site,,https://ror.org/0130frc33,University of North Carolina at Chapel Hill; North Carolina; USA,human_curated
Amplify,,https://ror.org/01y2jtd41,University of Wisconsin-Madison; Wisconsin; USA,human_curated
centerline,,https://ror.org/048sx0r50,University of Houston; Texas; USA,human_curated
ChIPMonk,,https://ror.org/01d5qpn59,Babraham Institute,human_curated
UCSF Spot,,https://ror.org/043mz5j54,University of California at San Francisco; California; USA,by_name
Isopat,,https://ror.org/022r5hc56,CRAN,by_name
enviPat,,https://ror.org/022r5hc56,CRAN,by_name
enviPick,,https://ror.org/022r5hc56,CRAN,by_name
PDP++ Software Home Page,,https://ror.org/05x2bcf33,Carnegie Mellon University; Pennsylvania; USA,by_name
In-Silico PCR,,https://ror.org/03s65by71,University of California at Santa Cruz; California; USA,human_curated
Effect Size Calculator,,https://ror.org/054spjc55,University of Colorado; Colorado Springs; USA,human_curated
rsync,,https://ror.org/0177f9748,Samba,by_name
chronopolis,,https://ror.org/04mg3nk07,San Diego Supercomputer Center,human_curated
Solas,,https://ror.org/03ate3e03,Max Planck Institute for Molecular Genetics; Berlin; Germany,by_name
Cortical connectivity data sets,,https://ror.org/02k40bc56,Indiana University; Indiana; USA,human_curated
TheDataWeb and DataFerrett,,https://ror.org/01qn7cs15,U.S. Census Bureau,human_curated
ResearchCompendia,,https://ror.org/00hj8s172,Columbia University; New York; USA,human_curated
WorkingWiki,,https://ror.org/02fa3aq29,McMaster University; Ontario; Canada,human_curated
signalml.org,,https://ror.org/039bjqg32,University of Warsaw; Warsaw; Poland,human_curated
Ontology Development and Information Extraction,,https://ror.org/00f54p054,Stanford University; Stanford; California,human_curated
GeneChip Operating Software,,https://ror.org/02dxx6824,Scripps Research Institute,human_curated
caTRIP,,https://ror.org/02y3cnq68,Cancer Biomedical Informatics Grid,by_name
Honig Lab,,https://ror.org/00hj8s172,Columbia University; New York; USA,human_curated
GCG/SeqWeb,,https://ror.org/01wspgy28,University of Hawaii at Manoa,human_curated
Solstice,,https://ror.org/00cvxb145,University of Washington; Seattle; USA,human_curated
Software Distribution Sets,,https://ror.org/017zqws13,University of Minnesota Twin Cities; Minnesota; USA,by_name
