"pmid","doi","publication_year","institution_ror","au_display_name","au_orcid","author_position","au_affiliation_raw","gh_repo","software_name"
"30259008","https://doi.org/10.21105/joss.00472",2018,"https://ror.org/03r0ha626","Brett Burton",NA,"middle","Bioengineering Department, University of Utah, Salt Lake City, UT, USA.","https://github.com/SCIInstitute/PFEIFER","PFEIFER"
"","https://doi.org/10.21105/joss.00472",2018,"https://ror.org/03r0ha626","Robert S. MacLeod","https://orcid.org/0000-0002-0000-0356","last","Bioengineering Department, University of Utah, Salt Lake City, UT, USA.","https://github.com/SCIInstitute/PFEIFER","PFEIFER"
"30259008","https://doi.org/10.21105/joss.00472",2018,"https://ror.org/03r0ha626","Robert S. MacLeod","https://orcid.org/0000-0002-0000-0356","last","Bioengineering Department, University of Utah, Salt Lake City, UT, USA.","https://github.com/SCIInstitute/PFEIFER","PFEIFER"
"","https://doi.org/10.21105/joss.00016",2016,NA,"Alice Harpole","https://orcid.org/0000-0002-1530-781X","first","","https://github.com/harpolea/r3d2","R3D2"
"","https://doi.org/10.21105/joss.00016",2016,NA,"Ian Hawke","https://orcid.org/0000-0003-4805-0309","last","","https://github.com/harpolea/r3d2","R3D2"
"","https://doi.org/10.21105/joss.00224",2017,NA,"Marie E. Rognes","https://orcid.org/0000-0002-6872-3710","first","","https://bitbucket.org/meg/cbcbeat","cbcbeat"
"","https://doi.org/10.21105/joss.00224",2017,NA,"Patrick E. Farrell","https://orcid.org/0000-0002-1241-7060","middle","","https://bitbucket.org/meg/cbcbeat","cbcbeat"
"","https://doi.org/10.21105/joss.00224",2017,NA,"Simon W. Funke","https://orcid.org/0000-0003-4709-8415","middle","","https://bitbucket.org/meg/cbcbeat","cbcbeat"
"","https://doi.org/10.21105/joss.00224",2017,NA,"Johan Hake",NA,"middle","","https://bitbucket.org/meg/cbcbeat","cbcbeat"
"","https://doi.org/10.21105/joss.00224",2017,NA,"Mary M. Maleckar","https://orcid.org/0000-0002-7012-3853","last","","https://bitbucket.org/meg/cbcbeat","cbcbeat"
"","https://doi.org/10.21105/joss.00075",2016,NA,"Dean Attali",NA,"first","","https://github.com/ropenscilabs/ezknitr","ezknitr"
"","https://doi.org/10.21105/joss.00247",2017,"https://ror.org/0439y7842","Benjamin J. Morgan","https://orcid.org/0000-0002-3056-8233","first","EPSRC Centre for Doctoral Training in Statistical Applied Mathematics (SAMBa)","https://github.com/bjmorgan/lattice_mc","lattice_mc"
"","https://doi.org/10.21105/joss.00411",2017,NA,"Adam H. Sparks","https://orcid.org/0000-0002-0061-8359","first","","https://github.com/ropensci/bomrang","bomrang"
"","https://doi.org/10.21105/joss.00411",2017,NA,"Mark Padgham","https://orcid.org/0000-0003-2172-5265","middle","","https://github.com/ropensci/bomrang","bomrang"
"","https://doi.org/10.21105/joss.00411",2017,NA,"Hugh Parsonage",NA,"middle","","https://github.com/ropensci/bomrang","bomrang"
"","https://doi.org/10.21105/joss.00411",2017,NA,"KG Pembleton","https://orcid.org/0000-0002-1896-4516","last","","https://github.com/ropensci/bomrang","bomrang"
"","https://doi.org/10.21105/joss.00624",2018,NA,"Joe Thorley",NA,"first","","https://github.com/poissonconsulting/checkr","checkr"
"","https://doi.org/10.21105/joss.00044",2016,NA,"Markus Raab","https://orcid.org/0000-0002-1493-9065","first","","https://github.com/ElektraInitiative/libelektra","Elektra"
"","https://doi.org/10.21105/joss.00612",2018,NA,"Giuseppe Cardellini",NA,"first","","https://bitbucket.org/cardosan/brightway2-temporalis","Temporalis"
"","https://doi.org/10.21105/joss.00612",2018,NA,"Christopher Mutel","https://orcid.org/0000-0002-7898-9862","last","","https://bitbucket.org/cardosan/brightway2-temporalis","Temporalis"
"","https://doi.org/10.21105/joss.00282",2017,NA,"Bede Constantinides","https://orcid.org/0000-0002-3480-3819","first","","https://github.com/bede/kindel","Kindel"
"","https://doi.org/10.21105/joss.00282",2017,NA,"David L. Robertson","https://orcid.org/0000-0001-6338-0221","last","","https://github.com/bede/kindel","Kindel"
"","https://doi.org/10.21105/joss.00615",2018,NA,"Patrick Kofod Mogensen","https://orcid.org/0000-0002-4910-1932","first","","https://github.com/JuliaNLSolvers/Optim.jl","Optim"
"","https://doi.org/10.21105/joss.00615",2018,NA,"Asbjørn Nilsen Riseth","https://orcid.org/0000-0002-5861-7885","last","","https://github.com/JuliaNLSolvers/Optim.jl","Optim"
"","https://doi.org/10.21105/joss.00427",2017,NA,"Carlos X. Hernández",NA,"first","","https://github.com/msmbuilder/mdentropy/","MDEntropy"
"","https://doi.org/10.21105/joss.00427",2017,NA,"Vijay S. Pande","https://orcid.org/0000-0003-2774-1178","last","","https://github.com/msmbuilder/mdentropy/","MDEntropy"
"","https://doi.org/10.21105/joss.00306",2017,NA,"Natalia C. Clementi","https://orcid.org/0000-0002-0575-5520","first","","https://github.com/barbagroup/pygbe","PyGBe-LSPR"
"","https://doi.org/10.21105/joss.00306",2017,NA,"Gilbert Forsyth",NA,"middle","","https://github.com/barbagroup/pygbe","PyGBe-LSPR"
"","https://doi.org/10.21105/joss.00306",2017,NA,"Christopher D. Cooper","https://orcid.org/0000-0003-0282-8998","middle","","https://github.com/barbagroup/pygbe","PyGBe-LSPR"
"","https://doi.org/10.21105/joss.00306",2017,NA,"Lorena A. Barba","https://orcid.org/0000-0001-5812-2711","last","","https://github.com/barbagroup/pygbe","PyGBe-LSPR"
"","https://doi.org/10.21105/joss.00418",2017,NA,"Bérénice Batut","https://orcid.org/0000-0001-9852-1987","first","","https://github.com/bebatut/enasearch","ENASearch"
"","https://doi.org/10.21105/joss.00418",2017,NA,"Björn Grüning","https://orcid.org/0000-0002-3079-6586","last","","https://github.com/bebatut/enasearch","ENASearch"
"","https://doi.org/10.21105/joss.00028",2016,NA,"Simon J. Greenhill","https://orcid.org/0000-0001-7832-6156","first","","https://github.com/SimonGreenhill/phylogemetric","Phylogemetric"
"","https://doi.org/10.21105/joss.00473",2017,NA,"Stephen R. Lockley",NA,"first","","https://github.com/xBimTeam/XbimEssentials","Xbim.Essentials"
"","https://doi.org/10.21105/joss.00473",2017,NA,"Claudio Benghi","https://orcid.org/0000-0003-3252-5461","middle","Mechanical and Construction Engineering","https://github.com/xBimTeam/XbimEssentials","Xbim.Essentials"
"","https://doi.org/10.21105/joss.00473",2017,NA,"Martin Černý","https://orcid.org/0000-0002-0619-4737","last","","https://github.com/xBimTeam/XbimEssentials","Xbim.Essentials"
"","https://doi.org/10.21105/joss.00017",2016,NA,"Zhao Zhang","https://orcid.org/0000-0001-5921-0035","first","","https://github.com/applicationskeleton/Skeleton","Application Skeleton"
"","https://doi.org/10.21105/joss.00017",2016,NA,"Daniel S. Katz","https://orcid.org/0000-0001-5934-7525","middle","","https://github.com/applicationskeleton/Skeleton","Application Skeleton"
"","https://doi.org/10.21105/joss.00017",2016,NA,"André Merzky","https://orcid.org/0000-0002-7228-4327","middle","","https://github.com/applicationskeleton/Skeleton","Application Skeleton"
"","https://doi.org/10.21105/joss.00017",2016,NA,"Matteo Turilli","https://orcid.org/0000-0003-0527-1435","middle","","https://github.com/applicationskeleton/Skeleton","Application Skeleton"
"","https://doi.org/10.21105/joss.00017",2016,NA,"Shantenu Jha","https://orcid.org/0000-0002-5040-026X","middle","","https://github.com/applicationskeleton/Skeleton","Application Skeleton"
"","https://doi.org/10.21105/joss.00017",2016,NA,"Yadu Nand",NA,"last","","https://github.com/applicationskeleton/Skeleton","Application Skeleton"
"","https://doi.org/10.21105/joss.00222",2017,NA,"Davide Gerosa","https://orcid.org/0000-0002-0933-3579","first","","https://github.com/dgerosa/filltex","filltex"
"","https://doi.org/10.21105/joss.00222",2017,NA,"Michele Vallisneri","https://orcid.org/0000-0002-4162-0033","last","","https://github.com/dgerosa/filltex","filltex"
"","https://doi.org/10.21105/joss.00480",2018,NA,"James P. Howard",NA,"first","","https://github.com/howardjp/phonics","phonics"
"","https://doi.org/10.21105/joss.00489",2018,NA,"Parker Owan",NA,"first","","https://github.com/CoreRobotics/CoreRobotics","CoreRobotics"
"","https://doi.org/10.21105/joss.00489",2018,NA,"Cameron Devine","https://orcid.org/0000-0002-6579-111X","middle","","https://github.com/CoreRobotics/CoreRobotics","CoreRobotics"
"","https://doi.org/10.21105/joss.00489",2018,NA,"W. Tony Piaskowy",NA,"last","","https://github.com/CoreRobotics/CoreRobotics","CoreRobotics"
"","https://doi.org/10.21105/joss.00026",2016,NA,"Conrad Sanderson","https://orcid.org/0000-0002-0049-4501","first","","https://github.com/conradsnicta/armadillo/","Armadillo"
"","https://doi.org/10.21105/joss.00026",2016,NA,"Ryan R. Curtin","https://orcid.org/0000-0002-9903-8214","last","","https://github.com/conradsnicta/armadillo/","Armadillo"
"","https://doi.org/10.21105/joss.00684",2018,NA,"Mikkel Meyer Andersen","https://orcid.org/0000-0002-0234-0266","first","","https://github.com/mikldk/malan","malan"
"","https://doi.org/10.21105/joss.00648",2018,NA,"Alessandro Gasparini","https://orcid.org/0000-0002-8319-7624","first","","https://github.com/ellessenne/comorbidity","comorbidity"
"","https://doi.org/10.21105/joss.00021",2016,NA,"James Tauber","https://orcid.org/0000-0001-6534-8866","first","","https://github.com/jtauber/pyuca","pyuca"
"","https://doi.org/10.21105/joss.00401",2017,NA,"Travis Kessler",NA,"first","","https://github.com/TJKessler/ECNet","ECNet"
"","https://doi.org/10.21105/joss.00401",2017,NA,"J. Hunter Mack","https://orcid.org/0000-0002-5455-8611","last","","https://github.com/TJKessler/ECNet","ECNet"
"","https://doi.org/10.21105/joss.00633",2018,NA,"Rory Nolan",NA,"first","","https://github.com/ropensci/ijtiff","ijtiff"
"","https://doi.org/10.21105/joss.00633",2018,NA,"Sergi Padilla‐Parra","https://orcid.org/0000-0002-8010-9481","last","","https://github.com/ropensci/ijtiff","ijtiff"
"","https://doi.org/10.21105/joss.00257",2017,NA,"Paul F. Harrison","https://orcid.org/0000-0002-3980-268X","first","","https://github.com/MonashBioinformaticsPlatform/varistran","Varistran"
"","https://doi.org/10.21105/joss.00091",2017,NA,"Andrew Halterman",NA,"first","","https://github.com/openeventdata/mordecai","Mordecai"
"","https://doi.org/10.21105/joss.00062",2016,NA,"Guillermo Hernández","https://orcid.org/0000-0002-7481-5961","first","","https://github.com/Dih5/xpecgen","xpecgen"
"","https://doi.org/10.21105/joss.00062",2016,NA,"F. Fernández","https://orcid.org/0000-0002-3732-3415","last","","https://github.com/Dih5/xpecgen","xpecgen"
"","https://doi.org/10.21105/joss.00250",2017,NA,"Gaute Hope",NA,"first","","https://github.com/gauteh/ibcao_py","IBCAO_py"
"","https://doi.org/10.21105/joss.00259",2017,NA,"Dominique Makowski","https://orcid.org/0000-0001-5375-9967","first","","https://github.com/neuropsychology/Neuropsydia.py/","Neuropsydia.py"
"","https://doi.org/10.21105/joss.00259",2017,NA,"Léo Dutriaux","https://orcid.org/0000-0001-6304-8691","last","","https://github.com/neuropsychology/Neuropsydia.py/","Neuropsydia.py"
"","https://doi.org/10.21105/joss.00602",2018,NA,"Mike Innes","https://orcid.org/0000-0003-0788-0242","first","","https://github.com/FluxML/Flux.jl","Flux"
"","https://doi.org/10.21105/joss.00430",2018,NA,"Nuno Fachada","https://orcid.org/0000-0002-8487-5837","first","","https://github.com/fakenmc/micompm","micompm"
"","https://doi.org/10.21105/joss.00430",2018,NA,"Agostinho Rosa","https://orcid.org/0000-0001-5165-3114","last","","https://github.com/fakenmc/micompm","micompm"
"","https://doi.org/10.21105/joss.00054",2016,NA,"Timothée Giraud","https://orcid.org/0000-0002-1932-3323","first","","https://github.com/Groupe-ElementR/cartography","cartography"
"","https://doi.org/10.21105/joss.00054",2016,NA,"Nicolas Lambert",NA,"last","","https://github.com/Groupe-ElementR/cartography","cartography"
"","https://doi.org/10.21105/joss.00408",2017,NA,"Andrew P. Smith","https://orcid.org/0000-0002-4848-3131","first","","https://github.com/virgesmith/UKCensusAPI","UKCensusAPI"
"","https://doi.org/10.21105/joss.00053",2016,NA,"Rodrigo Vargas Honorato","https://orcid.org/0000-0001-5267-3002","first","","https://github.com/rodrigovrgs/cazy-parser","cazy-parser"
"","https://doi.org/10.21105/joss.00437",2017,NA,"Ilja Honkonen","https://orcid.org/0000-0002-9542-5866","first","","https://github.com/iljah/hdintegrator","hdintegrator"
"","https://doi.org/10.21105/joss.00295",2017,NA,"Nima S. Hejazi","https://orcid.org/0000-0002-7127-2789","first","","https://github.com/nhejazi/biotmle","biotmle"
"","https://doi.org/10.21105/joss.00295",2017,NA,"Weixin Cai","https://orcid.org/0000-0003-2680-3066","middle","","https://github.com/nhejazi/biotmle","biotmle"
"","https://doi.org/10.21105/joss.00295",2017,NA,"Alan E. Hubbard","https://orcid.org/0000-0002-3769-0127","last","","https://github.com/nhejazi/biotmle","biotmle"
"","https://doi.org/10.21105/joss.00235",2017,NA,"Dominik Moritz","https://orcid.org/0000-0002-3110-1053","first","","https://github.com/domoritz/label_generator","label_generator"
"","https://doi.org/10.21105/joss.00463",2018,NA,"Nathan C. Sheffield","https://orcid.org/0000-0001-5643-4068","first","","https://github.com/databio/simpleCache","simpleCache"
"","https://doi.org/10.21105/joss.00463",2018,NA,"VP Nagraj","https://orcid.org/0000-0003-0060-566X","middle","","https://github.com/databio/simpleCache","simpleCache"
"","https://doi.org/10.21105/joss.00463",2018,NA,"Vincent Reuter","https://orcid.org/0000-0002-7967-976X","last","","https://github.com/databio/simpleCache","simpleCache"
"","https://doi.org/10.21105/joss.00497",2018,NA,"Warren Rm","https://orcid.org/0000-0002-9890-2293","first","","https://github.com/warrenlr/xmatchview","xmatchview"
"","https://doi.org/10.21105/joss.00038",2016,NA,"Matt Germonprez",NA,"first","","https://github.com/DoSOCSv2/DoSOCSv2","DoSOCS"
"","https://doi.org/10.21105/joss.00038",2016,NA,"Thomas Gurney",NA,"middle","","https://github.com/DoSOCSv2/DoSOCSv2","DoSOCS"
"","https://doi.org/10.21105/joss.00038",2016,NA,"Sai Uday Shankar Korlimarla",NA,"middle","","https://github.com/DoSOCSv2/DoSOCSv2","DoSOCS"
"","https://doi.org/10.21105/joss.00038",2016,NA,"Robin A. Gandhi","https://orcid.org/0000-0002-2632-1692","last","","https://github.com/DoSOCSv2/DoSOCSv2","DoSOCS"
"","https://doi.org/10.21105/joss.00490",2018,NA,"Björn Dahlgren",NA,"first","","https://github.com/bjodah/pyodesys","pyodesys"
"","https://doi.org/10.21105/joss.00464",2018,NA,"Markus J. Ankenbrand","https://orcid.org/0000-0002-6620-807X","first","","https://github.com/chloroExtractorTeam/chloroExtractor","chloroExtractor"
"","https://doi.org/10.21105/joss.00464",2018,NA,"Simon Pfaff","https://orcid.org/0000-0001-8505-9439","middle","","https://github.com/chloroExtractorTeam/chloroExtractor","chloroExtractor"
"","https://doi.org/10.21105/joss.00464",2018,NA,"Niklas Terhoeven","https://orcid.org/0000-0002-8669-0000","middle","","https://github.com/chloroExtractorTeam/chloroExtractor","chloroExtractor"
"","https://doi.org/10.21105/joss.00464",2018,NA,"Musga Qureischi",NA,"middle","","https://github.com/chloroExtractorTeam/chloroExtractor","chloroExtractor"
"","https://doi.org/10.21105/joss.00464",2018,NA,"Maik Gündel",NA,"middle","","https://github.com/chloroExtractorTeam/chloroExtractor","chloroExtractor"
"","https://doi.org/10.21105/joss.00464",2018,NA,"Clemens L. Weiß","https://orcid.org/0000-0003-3321-3902","middle","","https://github.com/chloroExtractorTeam/chloroExtractor","chloroExtractor"
"","https://doi.org/10.21105/joss.00464",2018,NA,"Thomas Hackl","https://orcid.org/0000-0002-0022-320X","middle","","https://github.com/chloroExtractorTeam/chloroExtractor","chloroExtractor"
"","https://doi.org/10.21105/joss.00464",2018,NA,"Frank Förster","https://orcid.org/0000-0003-4166-5423","last","","https://github.com/chloroExtractorTeam/chloroExtractor","chloroExtractor"
"","https://doi.org/10.21105/joss.00232",2017,NA,"Kevin Murray","https://orcid.org/0000-0002-2466-1917","first","","https://github.com/kdmurray91/libqcpp","libqcpp"
"","https://doi.org/10.21105/joss.00232",2017,NA,"Justin O. Borevitz","https://orcid.org/0000-0001-8408-3699","last","","https://github.com/kdmurray91/libqcpp","libqcpp"
"","https://doi.org/10.21105/joss.00204",2017,NA,"Matti Pastell","https://orcid.org/0000-0002-5810-4801","first","","https://github.com/mpastell/weave.jl","Weave.jl"
"","https://doi.org/10.21105/joss.00036",2016,NA,"Michael A. Levy",NA,"first","","https://github.com/michaellevy/gwdegree","gwdegree"
"","https://doi.org/10.21105/joss.00660",2018,NA,"A. Ortiz-Gil","https://orcid.org/0000-0003-1485-0252","first","","https://github.com/jordibc/mapelia","Mapelia and friends"
"","https://doi.org/10.21105/joss.00660",2018,NA,"J. Burguet–Castell","https://orcid.org/0000-0002-9198-5380","last","","https://github.com/jordibc/mapelia","Mapelia and friends"
"","https://doi.org/10.21105/joss.00031",2016,NA,"Christopher R. Madan","https://orcid.org/0000-0003-3228-6501","first","","https://github.com/cMadan/prism","Prism"
"","https://doi.org/10.21105/joss.00052",2016,NA,"Claudia Vitolo","https://orcid.org/0000-0002-4252-1176","first","","https://github.com/cvitolo/fuse","fuse"
"","https://doi.org/10.21105/joss.00052",2016,NA,"Peter Erskine Wells","https://orcid.org/0000-0002-4376-7178","middle","","https://github.com/cvitolo/fuse","fuse"
"","https://doi.org/10.21105/joss.00052",2016,NA,"Martin Dobias",NA,"middle","","https://github.com/cvitolo/fuse","fuse"
"","https://doi.org/10.21105/joss.00052",2016,NA,"Wouter Buytaert","https://orcid.org/0000-0001-6994-4454","last","","https://github.com/cvitolo/fuse","fuse"
"","https://doi.org/10.21105/joss.00260",2017,NA,"Rory Nolan",NA,"first","","https://github.com/rorynolan/filesstrings","filesstrings"
"","https://doi.org/10.21105/joss.00260",2017,NA,"Sergi Padilla‐Parra","https://orcid.org/0000-0002-8010-9481","last","","https://github.com/rorynolan/filesstrings","filesstrings"
"","https://doi.org/10.21105/joss.00436",2018,NA,"Shadia Mikhael","https://orcid.org/0000-0002-2490-9548","first","Deanery of Clinical Sciences","https://github.com/Edinburgh-Imaging/Masks2Metrics","Masks2Metrics (M2M)"
"","https://doi.org/10.21105/joss.00436",2018,NA,"Calum Gray","https://orcid.org/0000-0002-2816-4707","last","Edinburgh Medical School","https://github.com/Edinburgh-Imaging/Masks2Metrics","Masks2Metrics (M2M)"
"","https://doi.org/10.21105/joss.00258",2017,NA,"Andreas Mayer","https://orcid.org/0000-0002-6643-7622","first","","https://github.com/andim/noisyopt","Noisyopt"
"","https://doi.org/10.21105/joss.00431",2017,NA,"José Jiménez","https://orcid.org/0000-0001-8373-0137","first","","https://github.com/hawk31/pyGPGO","pyGPGO"
"","https://doi.org/10.21105/joss.00431",2017,NA,"Josep Ginebra","https://orcid.org/0000-0001-9521-9635","last","","https://github.com/hawk31/pyGPGO","pyGPGO"
"","https://doi.org/10.21105/joss.00267",2017,NA,"Danny Hermes","https://orcid.org/0000-0001-7366-173X","first","","https://github.com/dhermes/bezier","bezier"
"","https://doi.org/10.21105/joss.00055",2016,NA,"Dirk Eddelbuettel","https://orcid.org/0000-0001-6419-907X","first","","https://github.com/eddelbuettel/rcppcnpy","RcppCNPy"
"","https://doi.org/10.21105/joss.00055",2016,NA,"Wush Wu",NA,"last","","https://github.com/eddelbuettel/rcppcnpy","RcppCNPy"
"","https://doi.org/10.21105/joss.00293",2017,NA,"Bennett Kleinberg","https://orcid.org/0000-0003-1658-9086","first","","https://github.com/ben-aaron188/netanos","Web-based text anonymization with Node.js"
"","https://doi.org/10.21105/joss.00293",2017,NA,"Maximilian Mozes",NA,"last","","https://github.com/ben-aaron188/netanos","Web-based text anonymization with Node.js"
"","https://doi.org/10.21105/joss.00251",2017,NA,"Offray Vladimir Luna Cárdenas","https://orcid.org/0000-0002-4640-6984","first","","http://mutabit.com/repos.fossil/grafoscopio/","Grafoscopio"
"","https://doi.org/10.21105/joss.00063",2016,NA,"Carl Ganz","https://orcid.org/0000-0002-2973-3545","first","","https://github.com/carlganz/rintrojs","rintrojs"
"","https://doi.org/10.21105/joss.00407",2017,NA,"Yuxuan Zhang","https://orcid.org/0000-0002-0083-1408","first","","https://github.com/ornlneutronimaging/ImagingReso","ImagingReso"
"","https://doi.org/10.21105/joss.00407",2017,NA,"J.‐C. Bilheux",NA,"last","","https://github.com/ornlneutronimaging/ImagingReso","ImagingReso"
"","https://doi.org/10.21105/joss.00097",2017,NA,"Jonathan D. Herman","https://orcid.org/0000-0002-4081-3175","first","","https://github.com/SALib/SALib","SALib"
"","https://doi.org/10.21105/joss.00097",2017,NA,"Will Usher","https://orcid.org/0000-0001-9367-1791","last","","https://github.com/SALib/SALib","SALib"
"","https://doi.org/10.21105/joss.00400",2017,NA,"Ben Lauwens","https://orcid.org/0000-0003-0761-6265","first","","https://github.com/BenLauwens/ResumableFunctions.jl.git","ResumableFunctions"
"","https://doi.org/10.21105/joss.00064",2017,NA,"Kelly Kearney","https://orcid.org/0000-0002-6152-5236","first","","https://github.com/kakearney/ecopath_matlab-pkg","ecopath_matlab"
"","https://doi.org/10.21105/joss.00256",2017,NA,"James P. Howard",NA,"first","","https://github.com/howardjp/bumblebees","bumblebees"
"","https://doi.org/10.21105/joss.00692",2018,NA,"Júlio Hoffimann","https://orcid.org/0000-0003-2789-297X","first","","https://github.com/juliohm/GeoStats.jl","GeoStats.jl"
"","https://doi.org/10.21105/joss.00454",2017,NA,"Carl Boettiger","https://orcid.org/0000-0002-1642-628X","first","","https://github.com/ropensci/codemetar","codemetar"
"","https://doi.org/10.21105/joss.00202",2017,NA,"Bradley C. Boehmke",NA,"first","","https://github.com/Auburngrads/learningCurve","learningCurve"
"","https://doi.org/10.21105/joss.00202",2017,NA,"Jason K. Freels","https://orcid.org/0000-0002-2415-0340","last","","https://github.com/Auburngrads/learningCurve","learningCurve"
"","https://doi.org/10.21105/joss.00659",2018,NA,"Brian E. J. Rose","https://orcid.org/0000-0002-9961-3821","first","","https://github.com/brian-rose/climlab/","CLIMLAB"
"","https://doi.org/10.21105/joss.00037",2016,NA,"Julia Silge",NA,"first","","https://github.com/juliasilge/tidytext","tidytext"
"","https://doi.org/10.21105/joss.00037",2016,NA,"David M. Robinson",NA,"last","","https://github.com/juliasilge/tidytext","tidytext"
"","https://doi.org/10.21105/joss.00205",2017,NA,"Leland McInnes","https://orcid.org/0000-0003-2143-6834","first","","https://github.com/scikit-learn-contrib/hdbscan","hdbscan"
"","https://doi.org/10.21105/joss.00205",2017,NA,"John J. Healy","https://orcid.org/0000-0003-3075-9248","middle","","https://github.com/scikit-learn-contrib/hdbscan","hdbscan"
"","https://doi.org/10.21105/joss.00205",2017,NA,"Steve Astels",NA,"last","","https://github.com/scikit-learn-contrib/hdbscan","hdbscan"
"","https://doi.org/10.21105/joss.00661",2018,NA,"Nicola Demo","https://orcid.org/0000-0003-3107-9738","first","","https://github.com/mathLab/EZyRB","EZyRB"
"","https://doi.org/10.21105/joss.00661",2018,NA,"Marco Tezzele",NA,"middle","","https://github.com/mathLab/EZyRB","EZyRB"
"","https://doi.org/10.21105/joss.00661",2018,NA,"Gianluigi Rozza","https://orcid.org/0000-0002-0810-8812","last","","https://github.com/mathLab/EZyRB","EZyRB"
"","https://doi.org/10.21105/joss.00657",2018,NA,"Yuan Yan Tang","https://orcid.org/0009-0003-8010-3404","first","","https://github.com/terrytangyuan/autoplotly","autoplotly"
"","https://doi.org/10.21105/joss.00465",2017,NA,"Dieter Suess","https://orcid.org/0000-0001-5453-9974","first","","https://github.com/dseuss/mpnum","mpnum"
"","https://doi.org/10.21105/joss.00465",2017,NA,"Milan Holzäpfel","https://orcid.org/0000-0002-4687-5027","last","","https://github.com/dseuss/mpnum","mpnum"
"","https://doi.org/10.21105/joss.00234",2017,NA,"R. Daniel Kortschak",NA,"first","","https://github.com/biogo/ncbi","bíogo/ncbi"
"","https://doi.org/10.21105/joss.00234",2017,NA,"David L. Adelson","https://orcid.org/0000-0003-2404-5636","last","","https://github.com/biogo/ncbi","bíogo/ncbi"
"","https://doi.org/10.21105/joss.00650",2018,NA,"Caley Finn","https://orcid.org/0000-0001-8593-1987","first","","https://github.com/caley/OpenEPSim","OpenEPSim"
"","https://doi.org/10.21105/joss.00528",2018,NA,"Jakob Bossek","https://orcid.org/0000-0002-4121-4668","first","","https://github.com/jakobbossek/grapherator","grapherator"
"","https://doi.org/10.21105/joss.00341",2017,NA,"Francesco Strozzi",NA,"first","","https://github.com/fstrozzi/bioruby-pipengine","Pipengine"
"","https://doi.org/10.21105/joss.00341",2017,NA,"Raoul Jean Pierre Bonnal",NA,"last","","https://github.com/fstrozzi/bioruby-pipengine","Pipengine"
"","https://doi.org/10.21105/joss.00517",2018,NA,"R. Daniel Kortschak",NA,"first","","https://github.com/kortschak/arrgh","arrgh"
"","https://doi.org/10.21105/joss.00348",2017,NA,"Thomas Cokelaer","https://orcid.org/0000-0001-6286-1138","first","","https://github.com/cokelaer/spectrum","'Spectrum'"
"","https://doi.org/10.21105/joss.00348",2017,NA,"Jürgen Hasch","https://orcid.org/0000-0002-9457-1220","last","","https://github.com/cokelaer/spectrum","'Spectrum'"
"","https://doi.org/10.21105/joss.00521",2018,NA,"Vanessa Sochat","https://orcid.org/0000-0002-4387-3819","first","","https://www.github.com/expfactory/expfactory","The Experiment Factory"
"","https://doi.org/10.21105/joss.00189",2017,NA,"Stuart Grieve","https://orcid.org/0000-0003-1893-7363","first","","https://github.com/sgrieve/spatial_efd","spatial-efd"
"","https://doi.org/10.21105/joss.00370",2017,NA,"Benjamin J. Morgan","https://orcid.org/0000-0002-3056-8233","first","","https://github.com/bjmorgan/bsym","bsym"
"","https://doi.org/10.21105/joss.00142",2017,NA,"Camille Scott","https://orcid.org/0000-0001-8822-8779","first","","https://github.com/camillescott/shmlast","shmlast"
"","https://doi.org/10.21105/joss.00384",2017,NA,"Sara Mahar",NA,"first","","https://github.com/mattbellis/hmis","hmis"
"","https://doi.org/10.21105/joss.00384",2017,NA,"M. Bellis","https://orcid.org/0000-0002-6353-6043","last","","https://github.com/mattbellis/hmis","hmis"
"","https://doi.org/10.21105/joss.00116",2016,NA,"Warren Rm","https://orcid.org/0000-0002-9890-2293","first","","https://github.com/warrenlr/RAILS","RAILS and Cobbler"
"","https://doi.org/10.21105/joss.00581",2018,NA,"James Tocknell","https://orcid.org/0000-0001-6637-6922","first","Faculty of Science and Engineering","https://github.com/h5preserve/h5preserve","h5preserve"
"","https://doi.org/10.21105/joss.00111",2016,NA,"Matthew J. Wakefield","https://orcid.org/0000-0001-6624-4698","first","","https://github.com/genomematt/survivalvolume","SurvivalVolume"
"","https://doi.org/10.21105/joss.00588",2018,NA,"Donald E. Willcox","https://orcid.org/0000-0003-2300-5165","first","","https://github.com/pynucastro/pynucastro","pynucastro"
"","https://doi.org/10.21105/joss.00588",2018,NA,"M. Zingale","https://orcid.org/0000-0001-8401-030X","last","","https://github.com/pynucastro/pynucastro","pynucastro"
"","https://doi.org/10.21105/joss.00118",2016,NA,"Andrew J. Page","https://orcid.org/0000-0001-6919-6062","first","","https://github.com/sanger-pathogens/mlst_check","mlst_check"
"","https://doi.org/10.21105/joss.00118",2016,NA,"Ben Taylor",NA,"middle","","https://github.com/sanger-pathogens/mlst_check","mlst_check"
"","https://doi.org/10.21105/joss.00118",2016,NA,"Jacqueline A. Keane","https://orcid.org/0000-0003-0739-6848","last","","https://github.com/sanger-pathogens/mlst_check","mlst_check"
"","https://doi.org/10.21105/joss.00188",2017,NA,"Carlos X. Hernández",NA,"first","","https://github.com/msmexplorer/msmexplorer","MSMExplorer"
"","https://doi.org/10.21105/joss.00188",2017,NA,"Matthew P. Harrigan","https://orcid.org/0000-0001-9412-0553","middle","","https://github.com/msmexplorer/msmexplorer","MSMExplorer"
