mention_id,mention,count,most_popular_doi,most_popular_doi_count,most_popular_pmid,most_popular_pmid_count,github_repo
SM6179,SHELX,25,10.1107/S0108767307043930,10,18156677.0,13,https://github.com/zklhp/some-utils
SM9723,autoSHARP,4,10.1107/S0907444911056058,1,22505257.0,2,https://github.com/LittleRedEye/AutosharpEdit
SM21428,BSMAP,56,10.1186/1471-2105-10-232,42,19635165.0,32,https://github.com/yigitkavlak/BSMAP
SM39720,Mutalyzer,16,10.1002/humu.20654,10,18000842.0,12,https://github.com/mutalyzer/mutalyzer2
SM39523,Variant Effect Predictor (VEP),31,10.1093/bioinformatics/btq330,11,20562413.0,9,https://github.com/Ensembl/VEP_plugins
SM6769,MiDAS,10,10.1016/j.molcel.2016.10.037,3,27984745.0,3,https://github.com/isl-org/MiDaS
SM1258,FASTX-Toolkit,49,10.1006/geno.1997.4995,5,9403055.0,5,https://github.com/agordon/fastx_toolkit
SM7183,Sickle,32,10.1038/nature11711,1,23222524.0,1,https://github.com/wetw0rk/Sickle
SM88028,GOTTCHA,16,10.1093/nar/gkv180,11,25765641.0,9,
SM3792,ATLAS,15,10.1109/TIP.2015.2450996,1,26353357.0,1,https://github.com/alibaba/atlas
SM57664,Bioclipse,22,10.1186/1471-2105-8-59,9,17316423.0,12,
SM16749,ChIPpeakAnno,23,10.1186/1471-2105-11-237,16,20459804.0,13,https://github.com/jianhong/ChIPpeakAnno
SM36433,Kalign,33,10.1186/1471-2105-6-298,14,16343337.0,10,https://github.com/TimoLassmann/kalign
SM87644,NCBO Annotator,9,10.1186/1471-2105-10-S9-S14,4,21347171.0,2,https://github.com/ncbo/ncbo_annotator
SM88215,DIAMOnD,15,10.1371/journal.pcbi.1004120,9,25853560.0,11,
SM27469,GOSemSim,26,10.1093/bioinformatics/btq064,15,20179076.0,15,https://github.com/YuLab-SMU/GOSemSim
SM35880,Weeder,36,10.1093/nar/gkh465,11,15215380.0,15,https://github.com/ocharles/weeder
SM21540,KinasePhos,20,10.1093/nar/gki471,11,15980458.0,9,https://github.com/tom-209/KinasePhos-3.0-executable-file
SM16321,NetPhosK,22,10.1002/pmic.200300771,16,15174133.0,16,
SM4579,GPS,43,10.1016/j.bbrc.2004.11.001,6,21062758.0,6,https://github.com/nimaltd/GPS
SM19754,PRSice,11,10.1093/bioinformatics/btu848,7,25550326.0,9,https://github.com/choishingwan/PRSice
SM20767,MUSTER,13,10.1002/prot.21945,7,18247410.0,10,https://github.com/sinatra/mustermann
SM18257,GWAMA,6,10.1186/1471-2105-11-288,4,20509871.0,3,https://github.com/Kyoko-wtnb/mvGWAMA
SM10419,HBPLUS,35,10.1006/jmbi.1994.1334,25,8182748.0,30,https://github.com/meracorley/hbplus_tools
SM5658,CUDA,24,10.1145/1365490.1365500,4,18387198.0,6,https://github.com/MKLab-ITI/CUDA
SM88363,neXtProt,13,10.1093/nar/gkr1179,2,23205526.0,4,https://github.com/calipho-sib/sequence-viewer
SM6445,GenScan,44,10.1006/jmbi.1997.0951,18,9149143.0,23,https://github.com/LCozzoli/genScanner
SM6632,Primer-Blast,8,10.1186/1471-2105-13-134,6,22708584.0,5,https://github.com/DaveTHarris/PrimerBlast
SM54248,FACT,11,10.1186/1471-2105-6-161,1,15985174.0,1,https://github.com/alexa-samples/skill-sample-nodejs-fact
SM36172,SeqAn,13,10.1186/1471-2105-9-11,9,18184432.0,2,https://github.com/seqan/seqan
SM3009,Java TreeView,13,10.1093/bioinformatics/bth349,11,15180930.0,12,https://github.com/you-dont-need/You-Dont-Need-JavaScript
SM88530,TIGR MeV,10,10.1016/j.jacc.2006.07.026,1,12613259.0,7,
SM67511,EMIRGE,18,10.1186/gb-2011-12-5-r44,14,21595876.0,16,https://github.com/csmiller/EMIRGE
SM88548,Xander,7,10.1186/s40168-015-0093-6,5,26246894.0,3,https://github.com/edamame-course/Xander
SM42926,pLink,4,10.1038/nmeth.2099,4,22772728.0,4,
SM25194,custom Perl,1,,0,,0,https://github.com/binary-com/perl
SM15530,UCSC Table Browser,50,10.1093/nar/gkh103,35,14681465.0,33,https://github.com/GeoffSCollins/UCSC-Table-Browser-Scraper
SM78162,NetChop,11,10.1093/protein/15.4.287,5,15744535.0,3,https://github.com/itaybroder/netchop_pipeline
SM29542,R package randomForest,16,10.1016/j.immuni.2007.02.005,1,9758810.0,1,https://github.com/cran/randomForest
SM5373,GIS,30,10.1093/bioinformatics/btg369,1,14693818.0,1,https://github.com/domlysz/BlenderGIS
SM20827,MedScan,7,10.1093/bioinformatics/btg452,2,15033866.0,3,https://github.com/emangad99/MedScan
SM39308,ExomeDepth,19,10.1093/bioinformatics/bts526,15,22942019.0,16,https://github.com/vplagnol/ExomeDepth
SM88690,CopywriteR,5,10.1186/s13059-015-0617-1,5,25887352.0,4,https://github.com/PeeperLab/CopywriteR
SM45953,GATK4,3,10.1126/science.1138659,1,17363630.0,1,https://github.com/gatk-workflows/gatk4-data-processing
SM15172,MarkDuplicates,7,10.1016/S1473-3099(12)70268-2,1,23158674.0,1,https://github.com/pfda2dockstore/picard-markduplicates
SM88695,SUPPA2,15,10.1186/s13059-018-1417-1,11,29571299.0,11,
SM11411,CLANS,45,10.1093/bioinformatics/bth444,25,15284097.0,34,https://github.com/norecha/pokubot
SM7494,TopPred,13,10.1016/0022-2836(92)90934-C,4,7704669.0,6,https://github.com/C3BI-pasteur-fr/toppred
SM8734,PERL,3,,0,,0,https://github.com/Perl/perl5
SM88875,MetaLR,20,10.1093/hmg/ddu733,10,25552646.0,12,https://github.com/navoshta/MetalRenderCamera
SM39309,MetaSVM,31,10.1093/hmg/ddu733,17,25552646.0,18,https://github.com/jjh0925/metaSVM
SM88882,MDDLogo,8,10.1093/bioinformatics/btr291,8,21551145.0,8,
SM31192,Motif-X,4,10.1038/nbt1146,1,16273072.0,2,https://github.com/ThomasAdam/moxfm
SM32452,IRFinder,13,10.1186/s13059-017-1184-4,8,28298237.0,8,https://github.com/williamritchie/IRFinder
SM88924,MOABS,15,10.1186/gb-2014-15-2-r38,13,24565500.0,11,
SM679,Sequin,14,10.1093/nar/gks1195,4,23193287.0,4,https://github.com/gitpan/Sequin
SM7619,SCDE,15,10.1038/nmeth.2967,13,24836921.0,13,https://github.com/shawnkx/SCDE
SM86021,MultiParanoid,21,10.1093/bioinformatics/btl213,17,16873526.0,18,https://github.com/kopardev/Superparanoid
SM35646,PhyloGibbs,21,10.1371/journal.pcbi.0010067,18,16477324.0,19,
SM6558,JSpecies,38,10.1073/pnas.0906412106,17,19855009.0,20,
SM36175,WU-BLAST,30,10.1093/nar/gkg573,1,2231712.0,4,https://github.com/karthikm15/needleman-wunsch-and-blast
SM89135,GWAVA,33,10.1038/nmeth.2832,22,24487584.0,29,https://github.com/transmart/GWAVA
SM40138,DeepSEA,31,10.1038/nmeth.3547,18,26301843.0,23,https://github.com/momeara/DeepSEA
SM16115,Genome Analyzer,3,10.1099/vir.0.015891-0,1,18660515.0,1,https://github.com/kemphack/GenomeAnalyzer
SM80019,GENETAG,9,10.1186/1471-2105-6-S1-S3,6,15960837.0,8,https://github.com/openbiocorpora/genetag
SM89212,ProDiGe,4,10.1186/1471-2105-12-389,4,21977986.0,2,https://github.com/stanis-morozov/prodige
SM63909,DeepWalk,9,10.1145/2623330.2623732,3,11125042.0,2,https://github.com/prateekjoshi565/DeepWalk
SM89252,PubTator,31,10.1093/nar/gkt441,21,23703206.0,23,https://github.com/greenelab/pubtator
SM14630,ELAND,3,10.1038/nature07517,2,18987734.0,3,https://github.com/Etherland/ELAND
SM21019,SHRiMP,16,10.1371/journal.pcbi.1000386,10,19461883.0,8,https://github.com/adjust/shrimp
SM1549,HEX,9,10.1002/(SICI)1097-0134(20000501)39:2<178::AID-PROT8>3.0.CO;2-6,4,18336319.0,2,https://github.com/netease-youdao/hex
SM15969,SKAT,50,10.1016/j.ajhg.2011.05.029,25,21737059.0,30,https://github.com/leelabsg/SKAT
SM89421,GeneMark-ES,40,10.1101/gr.081612.108,20,18757608.0,17,https://github.com/gatech-genemark/GeneMark-ES
SM7294,CEGMA,89,10.1093/bioinformatics/btm071,61,17332020.0,67,https://github.com/KorfLab/CEGMA_v2
SM55366,EGASP,11,10.1186/gb-2006-7-s1-s2,9,16925836.0,4,https://github.com/Dylanr214/EGASports
SM85841,Chado,4,10.1093/bioinformatics/btm189,4,17646315.0,2,
SM15810,Strelka,53,10.1093/bioinformatics/bts271,35,22581179.0,41,https://github.com/target/strelka
SM27625,Statistical Parametric Mapping,5,10.1006/nimg.2000.0582,1,10860804.0,1,https://github.com/0todd0000/spm1d
SM89501,ConText,11,10.1016/j.jbi.2009.05.002,7,19435614.0,7,
SM88728,NegEx,14,10.1006/jbin.2001.1029,9,12123149.0,9,
SM5973,PAM,38,10.1016/j.jmb.2004.06.054,5,12011421.0,14,https://github.com/cmuparlay/PAM
SM51378,BayesTraits,26,10.1080/10635150490522232,9,15545248.0,9,https://github.com/ChrisOrgan/BayesTraits
SM38751,R package ape,36,10.1093/bioinformatics/btg412,24,14734327.0,26,https://github.com/cran/ape
SM89607,RNABindRPlus,8,10.1371/journal.pone.0097725,8,24846307.0,5,
SM78999,Adaboost,5,10.1023/A:1007618119488,2,,0,https://github.com/andrewdalex/Adaboost
SM89638,PHACCS,9,10.1186/1471-2105-6-41,5,15743531.0,5,https://github.com/hurwitzlab/docker-phaccs
SM36901,Minimap,15,10.1093/bioinformatics/btw152,10,27153593.0,12,https://github.com/Brackeys/Minimap
SM10879,ProFit,6,10.1002/mrm.24703,1,23475809.0,1,https://github.com/hellokaton/profit
SM22767,Tripos,3,10.1006/jmbi.1996.0897,1,9126849.0,1,https://github.com/LearnAifromScratch/learnAIfromscratch.github.io
SM2857,ChemScore,21,10.1023/A:1007996124545,15,9385547.0,15,
SM28631,Newick,6,10.1073/pnas.0503922102,5,15956198.0,5,https://github.com/tjunier/newick_utils
SM89757,Phylo,6,10.1186/1471-2105-12-63,2,21352572.0,2,https://github.com/joey711/phyloseq
SM14477,fpocket,16,10.1186/1471-2105-10-168,10,19486540.0,4,
SM31746,Cyber-T,27,10.1093/bioinformatics/17.6.509,21,11395427.0,23,https://github.com/yamashi/CyberEngineTweaks
SM89906,REDCRAFT,2,10.1016/j.jmr.2010.07.016,1,20829084.0,1,https://github.com/ValafarLab01/REDCRAFT
SM1840,Graph,2,10.1371/journal.pcbi.1000108,1,18617988.0,1,https://github.com/CosmicMind/Graph
SM39394,Mutation Assessor,51,10.1093/nar/gkr407,33,21727090.0,36,
SM15649,ImaGene,4,10.1093/bioinformatics/15.1.2,1,10068688.0,1,https://github.com/mfumagalli/ImaGene
SM70668,DAPPLE,10,10.1371/journal.pgen.1001273,5,21249183.0,5,https://github.com/AlibabaPAI/DAPPLE
SM32885,haplo.stats,8,10.1086/338688,5,11791212.0,4,https://github.com/cran/haplo.stats
SM9906,RosettaLigand,5,10.1016/j.jmb.2008.11.010,2,19041878.0,2,
SM7386,MeV,52,10.1093/bioinformatics/btr490,6,12613259.0,25,https://github.com/Dogetoshi/MEV
SM672,eggNOG-mapper,37,10.1093/molbev/msx148,19,28460117.0,27,https://github.com/eggnogdb/eggnog-mapper
SM90154,AntEpiSeeker,18,10.1186/1756-0500-3-117,12,20426808.0,16,https://github.com/wyp1125/AntEpiSeeker
SM22766,SYBYL,7,10.1021/j100389a010,2,18717540.0,1,https://github.com/sybylla963/sybylla963
SM14649,InsightII,3,,0,,0,https://github.com/SiluPanda/insightiitb-web
SM28801,ElasticNet,10,10.1111/j.1467-9868.2005.00503.x,7,,0,https://github.com/dex314/ElasticNet
SM56341,TransTermHP,47,10.1186/gb-2007-8-2-r22,42,17313685.0,46,
SM33558,Tomtom,15,10.1186/gb-2007-8-2-r24,12,17324271.0,11,https://github.com/ryanbinns/ttwatch
SM8175,Adam,22,10.1186/s42490-019-0022-z,1,29115689.0,4,https://github.com/bigdatagenomics/adam
SM15369,Scikit-learn,32,10.1016/j.molcel.2012.08.019,4,30524275.0,2,https://github.com/scikit-learn/scikit-learn
SM6652,TopGO,5,10.1093/bioinformatics/btl140,2,16606683.0,3,https://github.com/miachom/TopGO
SM20865,RapidMiner,5,10.1016/j.websem.2015.06.004,1,20716697.0,1,https://github.com/inancarin/RapidMiner
SM7018,CCTop,15,10.1371/journal.pone.0124633,11,25909470.0,8,https://github.com/CccciOS/CCTopAlertView
SM90439,PipMaker,41,10.1101/gr.10.4.577,32,10779500.0,32,https://github.com/DanteAnnetta/pipmaker
SM90454,ChemSpot,18,10.1093/bioinformatics/bts183,16,22500000.0,15,https://github.com/rockt/ChemSpot
SM80366,PATO,6,10.1002/cfg.430,1,18629136.0,1,https://github.com/irycisBioinfo/PATO
SM21856,MINE,7,10.1186/1471-2105-12-192,5,21605434.0,4,https://github.com/MinecraftForge/MinecraftForge
SM90507,SpliceGrapher,10,10.1186/gb-2012-13-1-r4,9,22293517.0,7,
SM90505,SplAdder,4,10.1093/bioinformatics/btw076,4,26873928.0,4,https://github.com/ratschlab/spladder
SM90508,MAJIQ,13,10.7554/eLife.11752,9,26829591.0,5,
SM62565,Mykrobe,8,10.1038/ncomms10063,4,26686880.0,4,
SM90585,TBProfiler,3,10.1186/s13073-015-0164-0,3,26019726.0,3,https://github.com/jodyphelan/TBProfiler
SM4926,R scripts,21,10.1186/1755-8794-4-13,2,21269473.0,2,https://github.com/mwouts/jupytext
SM69351,GENEHUNTER,37,10.1086/319507,2,8651312.0,31,https://github.com/BrainTwister/GeneHunter
SM15048,MERLIN,93,10.1038/ng786,67,11731797.0,79,https://github.com/Ne0nd0g/merlin
SM18581,LINKAGE,9,10.1073/pnas.81.11.3443,5,6587361.0,6,https://github.com/leejayID/Linkage
SM6772,FALCON,26,10.1038/nmeth.4035,6,27749838.0,12,https://github.com/PacificBiosciences/FALCON
SM2356,Microsoft Azure,6,10.1145/1721654.1721672,1,11932250.0,1,https://github.com/MicrosoftLearning/AZ-104-MicrosoftAzureAdministrator
SM83943,CloudMan,10,10.1186/1471-2105-11-S12-S4,4,21210983.0,4,https://github.com/cernops/CloudMan
SM494,PhyME,9,10.1186/1471-2105-5-170,6,15511292.0,6,https://github.com/jameswenzel/Phyme
SM11662,Protein Pilot,4,10.1074/mcp.T600050-MCP200,3,17533153.0,4,https://github.com/stevew91/ProteinPilot_Report_Extractor
SM11271,CONCOORD,2,10.1002/(SICI)1097-0134(199710)29:2<240::AID-PROT11>3.0.CO;2-O,2,9329088.0,2,https://github.com/rescrv/concoord
SM13954,SiteMap,20,10.1111/j.1747-0285.2007.00483.x,8,17381729.0,8,https://github.com/samdark/sitemap
SM2101,GIMP,9,10.1016/j.vetmic.2007.09.003,1,17964085.0,1,https://github.com/GNOME/gimp
SM53862,XGboost,4,10.1007/s10796-012-9374-9,2,24832658.0,1,https://github.com/thecodemasterk/XGboost
SM14325,Analyze,1,,0,,0,https://github.com/draveness/analyze
SM90988,BrainSuite,2,10.1016/S1361-8415(02)00054-3,2,12045000.0,2,https://github.com/BIDS-Apps/BrainSuite
SM6000,Rfam,100,10.1093/nar/gkg006,53,12520045.0,54,https://github.com/marchoeppner/Rfam
SM91004,IPknot,17,10.1093/bioinformatics/btr215,11,21685106.0,7,https://github.com/satoken/ipknot
SM91008,HotKnots,10,10.1261/rna.7284905,8,16199760.0,5,https://github.com/MediaTek-Labs/HotKnotApp
SM69138,NEA,5,10.1186/1471-2105-13-226,3,22966941.0,2,
SM1223,BioNJ,34,10.1093/oxfordjournals.molbev.a025808,16,9254330.0,26,https://github.com/JuliusGIS/file-C-Users-bionj-Desktop-Carte_Coop5pour100-qgis2web_2021_09_24-16_15_27_394261-index.html-13-
SM56715,plasmidSPAdes,11,10.1093/bioinformatics/btv688,4,27466620.0,9,
SM56964,SKESA,5,10.1186/s13059-018-1540-z,5,30286803.0,3,
SM1094,psRNATarget,83,10.1093/nar/gkr319,38,21622958.0,47,
SM16086,Sfold,23,10.1093/nar/gkh449,11,15215366.0,10,https://github.com/tonyday567/sfold
SM15296,Gene Set Enrichment Analysis (GSEA,11,10.1073/pnas.0506580102,5,16199517.0,8,https://github.com/xzhoulab/iDEA
SM32180,mirSVR,18,10.1186/gb-2010-11-8-r90,11,20799968.0,8,https://github.com/mschilli87/microSNPscore
SM29997,TargetMiner,16,10.1093/bioinformatics/btp503,12,19692556.0,14,
SM31265,MicroCosm,21,10.1093/nar/gkm952,3,17991681.0,9,https://github.com/vigetlabs/microcosm
SM29096,GNM,6,10.1016/S1359-0278(97)00024-2,3,9218955.0,3,https://github.com/JindongJiang/GNM
SM3235,RDKit,149,10.1021/acs.jmedchem.7b00487,4,28609624.0,4,https://github.com/rdkit/rdkit
SM91366,BioLemmatizer,5,10.1186/2041-1480-3-3,2,22464129.0,2,https://github.com/mnowotnik/biolemmatizer-threadsafe
SM21307,TEES,5,10.1186/1471-2105-13-S11-S6,1,22233419.0,1,
SM91378,MatrixREDUCE,20,10.1093/bioinformatics/btl223,15,16873464.0,14,https://github.com/mirhagk/matrixreducer
SM87716,LabKey Server,5,10.1186/1471-2105-12-71,2,21385461.0,4,https://github.com/LabKey/labkey-api-python
SM27809,COBRA,35,10.1038/nprot.2011.308,9,21886097.0,9,https://github.com/spf13/cobra
SM2430,Copasi,9,10.1093/bioinformatics/btl485,6,17032683.0,8,https://github.com/copasi/COPASI
SM4320,ARTEMIS,25,10.1093/bioinformatics/16.10.944,14,11120685.0,15,https://github.com/apache/activemq-artemis
SM91533,PRICE,9,10.1534/g3.113.005967,3,23550143.0,2,https://github.com/mikebryant/ac-nh-turnip-prices
SM20748,flowCore,5,10.1186/1471-2105-10-106,3,19358741.0,3,https://github.com/RGLab/flowCore
SM91661,BioTapestry,10,10.1016/j.ydbio.2005.04.023,3,15907831.0,4,
SM91667,NSGA-II,23,10.1109/4235.996017,14,26844808.0,1,https://github.com/haris989/NSGA-II
SM29095,VERIFY3D,39,10.1038/356083a0,11,9379925.0,15,
SM6446,RasMol,36,10.1016/S0968-0004(00)89080-5,21,7482707.0,28,https://github.com/pld-linux/RasMol
SM91764,MicrobeCensus,5,10.1073/pnas.1415442111,1,25853934.0,3,https://github.com/snayfach/MicrobeCensus
SM5576,BBDuk,15,10.1371/journal.pone.0185056,1,29073143.0,1,https://github.com/kviljoen/fastq_QC
SM14285,FBAT,40,10.1002/1098-2272(2000)19:1+<::AID-GEPI6>3.0.CO;2-M,7,11055368.0,7,https://github.com/nicolas-wagner/FBAT
SM1693,ARB,83,10.1093/nar/gkh293,56,14985472.0,62,https://github.com/samizdatco/arbor
SM1693,ARB,83,10.1093/nar/gkh293,56,14985472.0,62,https://github.com/fredrik-johansson/arb
SM1307,CUPSAT,19,10.1093/nar/gkl190,12,16845001.0,14,
SM33544,metaX,12,10.1186/s12859-017-1579-y,3,28327092.0,9,
SM7248,VaxiJen,15,10.1186/1471-2105-8-4,14,17207271.0,4,https://github.com/ramadhita/Vaxijen-scrapping
SM87760,Vaxign,10,10.1371/journal.pone.0143304,2,20671958.0,6,
SM91900,BAli-Phy,18,10.1093/bioinformatics/btl175,12,16679334.0,14,
SM3430,INCA,15,10.1093/bioinformatics/btu015,7,24413674.0,7,https://github.com/incanter/incanter
SM78626,ESTscan,16,10.1093/bioinformatics/btg1067,2,10786296.0,11,
SM4517,HyPhy,102,10.1093/bioinformatics/bti079,62,15509596.0,68,https://github.com/veg/hyphy
SM74916,InCites,2,,0,,0,https://github.com/sourceincite/poc
SM4126,Beast,5,10.1093/molbev/mss075,2,22367748.0,3,https://github.com/boostorg/beast
SM35997,II,18,10.1093/bioinformatics/btv234,4,26072508.0,2,https://github.com/tianocore/edk2
SM80080,MODENA,5,10.1186/s12859-015-0706-x,3,22558001.0,2,https://github.com/MoDeNa-EUProject/MoDeNa
SM92006,antaRNA,6,10.1093/bioinformatics/btv319,5,26023105.0,5,https://github.com/RobertKleinkauf/antarna
SM29628,MAP,15,10.1093/bioinformatics/bts162,2,22495746.0,3,https://github.com/dzzie/MAP
SM84426,POY,5,10.1111/j.1096-0031.1996.tb00189.x,1,18418375.0,1,
SM7309,PAUP,33,10.1093/bioinformatics/18.12.1641,2,12504223.0,11,https://github.com/TraumaH/PAUP
SM2794,GenePix Pro,1,,0,,0,https://github.com/EPPIcenter/ProteinArrays
SM92122,VAAST,12,10.1101/gr.123158.111,8,21700766.0,9,
SM28818,GOEAST,47,10.1093/nar/gkn276,29,18487275.0,29,https://github.com/cheannii/goeast
SM83993,FatiScan,13,10.1186/1471-2105-8-114,6,17407596.0,7,
SM12105,GPT,4,,0,20689405.0,1,https://github.com/baidu/GPT
SM29465,GMDR,4,10.1086/518312,1,26201702.0,1,https://github.com/fijam/gmdrec
SM47240,BAPS,29,10.1186/1471-2105-9-539,6,16911204.0,10,https://github.com/LSH137/BAPS
SM16454,Affymetrix Expression Console,4,10.1023/A:1018943613122,1,12925520.0,2,https://github.com/Atticus29/IGLToolKit
SM10240,Tomcat,3,,0,,0,https://github.com/imtiger/Tomcat
SM12316,VADAR,14,10.1093/nar/gkg565,7,12824316.0,10,https://github.com/manispecious/VADAR
SM2049,EVA,20,10.1093/bioinformatics/17.12.1242,8,11751240.0,9,https://github.com/ORCA666/EVA
SM10839,HOLE,31,10.1016/S0263-7855(97)00009-X,25,9195488.0,21,https://github.com/pi-hole/pi-hole
SM7690,OpenCL,12,10.1109/MCSE.2010.69,4,21037981.0,4,https://github.com/vernesong/OpenClash
SM86643,elPrep,4,10.1371/journal.pone.0209523,2,30759172.0,1,https://github.com/EagleGenomics-cookbooks/elPrep
SM27399,SeqKit,10,10.1371/journal.pone.0163962,10,27706213.0,10,https://github.com/shenwei356/seqkit
SM38552,RFMix,21,10.1016/j.ajhg.2013.06.020,18,23910464.0,20,https://github.com/BrianMaples/RFMix
SM40219,Phyml,45,10.1080/10635150390235520,30,14530136.0,32,https://github.com/stephaneguindon/phyml
SM24753,blastall,5,10.1093/nar/25.17.3389,1,2231712.0,2,https://github.com/wilsonmichaelc/blastall
SM6111,BBMerge,6,10.1371/journal.pone.0185056,2,29073143.0,4,https://github.com/thkmon/BBMergeHelper
SM79902,PharmGKB,33,10.1038/clpt.2012.96,10,22992668.0,11,https://github.com/ryuzheng/PharmGKB
SM69674,CIMminer,11,10.1126/science.275.5298.343,4,8994024.0,5,
SM6732,Tax4Fun,37,10.1093/bioinformatics/btv287,29,25957349.0,30,https://github.com/nick-youngblut/Tax4Fun
SM92643,HUMAnN,26,10.1371/journal.pcbi.1002358,20,22719234.0,22,https://github.com/biobakery/humann
SM31349,libSVM,10,10.1145/1961189.1961199,4,22042516.0,1,https://github.com/cjlin1/libsvm
SM9702,phmmer,4,10.1093/nar/gkr367,1,21593126.0,3,https://github.com/EBI-Metagenomics/workflow-is-cwl
SM45753,DeepLab,34,10.1109/TPAMI.2017.2699184,24,28463186.0,29,https://github.com/DeepLabCut/DeepLabCut
SM47565,RepeatExplorer,41,10.1093/bioinformatics/btt054,22,23376349.0,26,https://github.com/sebhtml/RepeatExplorer
SM92686,REPdenovo,1,10.1371/journal.pone.0150719,1,,0,https://github.com/simoncchu/REPdenovo
SM6938,SEAVIEW,35,10.1093/molbev/msp259,4,9021275.0,20,https://github.com/vihari/Seaview
SM5977,SPOT,8,10.1093/nar/gkq513,1,20529875.0,5,https://github.com/apache/incubator-spot
SM92831,SQUAD,23,10.1186/1471-2105-8-462,16,18039375.0,13,
SM3876,Hmisc,16,10.1038/nprot.2007.99,1,17406635.0,1,https://github.com/harrelfe/Hmisc
SM10017,Glimmer3,37,10.1093/bioinformatics/btm009,20,17237039.0,21,https://github.com/gianhiltbrunner/glimmer3_docker
SM62333,megaBLAST,12,10.1089/10665270050081478,5,10890397.0,5,https://github.com/AidanHockey5/MegaBlaster2
SM40560,INLA,12,10.1111/j.1467-9868.2008.00700.x,8,20101670.0,1,https://github.com/julianfaraway/brinla
SM37267,ErmineJ,23,10.1186/1471-2105-6-269,11,16280084.0,9,https://github.com/PavlidisLab/ermineR
SM7448,Network Analyzer,26,10.1093/bioinformatics/btm554,8,18006545.0,11,https://github.com/ttrftech/NanoVNA
SM87330,ComiR,9,10.1093/nar/gkt379,3,23703208.0,5,https://github.com/THUDM/ComiRec
SM24634,CUBIC,14,10.1142/S0219720003000162,5,15290780.0,5,https://github.com/cjcliffe/CubicSDR
SM93228,Samtools mpileup,17,10.1093/bioinformatics/btp352,12,19505943.0,10,https://github.com/gatoravi/mpileup2readcounts
SM91559,PeakRanger,7,10.1186/1471-2105-12-139,6,21554709.0,4,https://github.com/drestion/peakranger
SM39324,DOMINO,6,10.1093/nar/gkl961,2,17135199.0,2,https://github.com/fgnass/domino
SM59784,MassMatrix,10,10.1186/1471-2105-8-133,2,18072732.0,3,https://github.com/huaxu/MassMatrix
SM79926,SLiMFinder,7,10.1371/journal.pone.0000967,6,17912346.0,6,https://github.com/vitkl/SLIMFinderR
SM6451,MEGABLAST,21,10.1089/10665270050081478,6,10890397.0,6,https://github.com/AidanHockey5/MegaBlaster2
SM9832,PDBeFold,15,10.1107/S0907444904026460,9,15572779.0,11,
SM27412,maftools,13,10.1101/gr.239244.118,11,30341162.0,11,https://github.com/PoisonAlien/maftools
SM21587,SVMlight,3,,0,,0,https://github.com/mblondel/svmlight-loader
SM601,Clustal-W,22,10.1093/nar/22.22.4673,10,7984417.0,12,https://github.com/coldfunction/CUDA-clustalW
SM23289,SingleR,15,10.1038/s41590-018-0276-y,10,30643263.0,14,https://github.com/dviraran/SingleR
SM93554,Musite,11,10.1074/mcp.M110.001388,6,20702892.0,10,
SM93630,O2PLS,3,10.1002/cem.775,1,18971431.0,1,https://github.com/selbouhaddani/O2PLS
SM33784,ASCA,3,10.1093/bioinformatics/bti476,3,15890747.0,2,https://github.com/pietrofranceschi/ASCA
SM1872,Monolix,4,10.15252/msb.20145549,2,25716053.0,2,https://github.com/Novartis/MonolixIdent
SM8538,hmmscan,38,10.1093/nar/gkr367,10,21593126.0,10,https://github.com/EnzoAndree/HmmPy
SM24749,gffcompare,6,10.1038/nprot.2016.095,2,27560171.0,2,https://github.com/gpertea/gffcompare
SM6299,EggNOG,16,10.1093/nar/gkv1248,3,17942413.0,6,https://github.com/eggnogdb/eggnog-mapper
SM15572,GenomicRanges,34,10.1371/journal.pcbi.1003118,19,23950696.0,23,https://github.com/Bioconductor/GenomicRanges
SM93790,SUPPA,10,10.1261/rna.051557.115,7,26179515.0,7,https://github.com/comprna/SUPPA
SM90503,ASGAL,1,,0,30458725.0,1,https://github.com/allright/ASGallery
SM17994,Xena,6,10.1038/s41587-020-0546-8,2,32444850.0,2,https://github.com/Jonatino/Xena
SM44606,BOTTLENECK,21,10.1093/jhered/90.4.502,8,8978083.0,6,https://github.com/7dog7/bottleneckOsmosis
SM8659,Perl scripts,17,10.1023/A:1014868625533,2,12004892.0,2,https://github.com/major/MySQLTuner-perl
SM3076,scipy,26,10.1038/s41592-019-0686-2,9,32015543.0,9,https://github.com/scipy/scipy
SM93969,BoolNet,30,10.1093/bioinformatics/btq124,24,20378558.0,28,https://github.com/cran/BoolNet
SM1472,Multiz,8,10.1101/gr.1933104,6,15060014.0,7,https://github.com/hex-five/multizone-sdk
SM16864,CEAS,12,10.1093/bioinformatics/btp479,6,19689956.0,6,https://github.com/architecture-building-systems/CityEnergyAnalyst
SM18208,Sailfish,31,10.1038/nbt.2862,26,24752080.0,27,https://github.com/sailfish-team/sailfish
SM36226,R package topGO,14,10.1093/bioinformatics/btl140,7,16606683.0,6,https://github.com/komalsrathi/topGO_shiny_dashboard
SM94198,HaMStR,16,10.1186/1471-2148-9-157,12,19586527.0,13,
SM38731,Exonerate,86,10.1186/1471-2105-6-31,63,15713233.0,69,https://github.com/rstorsauce/Exonerate
